dataset,strategy,round,n_labeled,pct_labeled,accuracy,precision,recall,f1,tn,fp,fn,tp,train_eval_time_sec,query_time_sec,total_time_sec,stop_reason,undersampling,undersampling_stage
Extract Subclass,EntropySampling,5,3072,29.98828583,0.919147694,0.85981957,0.942922374,0.899455535,1910,202,75,1239,1.800468683,0.064998627,1.86546731,,TRUE,after_split
Extract Subclass,EntropySampling,6,3584,34.98633346,0.91943958,0.854508197,0.952054795,0.900647948,1899,213,63,1251,2.25642705,0.066999197,2.323426247,,TRUE,after_split
Extract Subclass,EntropySampling,7,4096,39.9843811,0.916228838,0.850511945,0.948249619,0.896725441,1893,219,68,1246,2.59445405,0.057995081,2.652449131,,TRUE,after_split
Extract Subclass,EntropySampling,8,4608,44.98242874,0.920023351,0.856164384,0.95129376,0.901225667,1902,210,64,1250,2.770599127,0.050853014,2.821452141,,TRUE,after_split
Extract Subclass,EntropySampling,9,5120,49.98047638,0.916228838,0.852920962,0.944444444,0.896352474,1898,214,73,1241,3.021055222,0.048473597,3.069528818,,TRUE,after_split
Extract Subclass,EntropySampling,10,5632,54.97852401,0.917104495,0.86115007,0.934550989,0.896350365,1914,198,86,1228,3.634924412,0,3.634924412,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,LeastConfidence,0,512,4.998047638,0.869527145,0.765462339,0.95129376,0.848320326,1729,383,64,1250,0.380988359,0.099007607,0.479995966,,TRUE,after_split
Extract Subclass,LeastConfidence,1,1024,9.996095275,0.896672504,0.804955527,0.964231355,0.877423823,1805,307,47,1267,0.648952007,0.086785078,0.735737085,,TRUE,after_split
Extract Subclass,LeastConfidence,2,1536,14.99414291,0.916228838,0.853406745,0.943683409,0.896277557,1899,213,74,1240,0.9393363,0.083000183,1.022336483,,TRUE,after_split
Extract Subclass,LeastConfidence,3,2048,19.99219055,0.916228838,0.851953393,0.945966514,0.896501983,1896,216,71,1243,1.214692354,0.076000214,1.290692568,,TRUE,after_split
Extract Subclass,LeastConfidence,4,2560,24.99023819,0.915936953,0.850889193,0.946727549,0.896253602,1894,218,70,1244,1.513794184,0.069999695,1.583793879,,TRUE,after_split
Extract Subclass,LeastConfidence,5,3072,29.98828583,0.919147694,0.858327574,0.945205479,0.899674031,1907,205,72,1242,1.798375845,0.066999435,1.86537528,,TRUE,after_split
Extract Subclass,LeastConfidence,6,3584,34.98633346,0.917104495,0.855172414,0.943683409,0.897250362,1902,210,74,1240,2.184161425,0.061318159,2.245479584,,TRUE,after_split
Extract Subclass,LeastConfidence,7,4096,39.9843811,0.917396381,0.849491525,0.953576865,0.898529939,1890,222,61,1253,2.395329952,0.062501669,2.457831621,,TRUE,after_split
Extract Subclass,LeastConfidence,8,4608,44.98242874,0.913601868,0.849587912,0.941400304,0.893140794,1893,219,77,1237,2.74091053,0.053000212,2.793910742,,TRUE,after_split
Extract Subclass,LeastConfidence,9,5120,49.98047638,0.916812609,0.858037578,0.938356164,0.896401309,1908,204,81,1233,3.014838934,0.051002741,3.065841675,,TRUE,after_split
Extract Subclass,LeastConfidence,10,5632,54.97852401,0.920315236,0.859709744,0.946727549,0.901122782,1909,203,70,1244,3.523270845,0,3.523270845,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,MarginSampling,0,512,4.998047638,0.873613543,0.778621126,0.936834094,0.850431779,1762,350,83,1231,0.374073267,0.094163179,0.468236446,,TRUE,after_split
Extract Subclass,MarginSampling,1,1024,9.996095275,0.900467017,0.815704088,0.956621005,0.88056042,1828,284,57,1257,0.699458361,0.086998224,0.786456585,,TRUE,after_split
Extract Subclass,MarginSampling,2,1536,14.99414291,0.911266783,0.846840659,0.938356164,0.890252708,1889,223,81,1233,0.96737051,0.086007118,1.053377628,,TRUE,after_split
Extract Subclass,MarginSampling,3,2048,19.99219055,0.912434326,0.843495935,0.947488584,0.892473118,1881,231,69,1245,1.288265944,0.085991144,1.374257088,,TRUE,after_split
Extract Subclass,MarginSampling,4,2560,24.99023819,0.915936953,0.848979592,0.949771689,0.896551724,1890,222,66,1248,1.636269093,0.074999809,1.711268902,,TRUE,after_split
Extract Subclass,MarginSampling,5,3072,29.98828583,0.916228838,0.849557522,0.949771689,0.896873877,1891,221,66,1248,1.939437628,0.069432974,2.008870602,,TRUE,after_split
Extract Subclass,MarginSampling,6,3584,34.98633346,0.918272037,0.856551724,0.945205479,0.89869754,1904,208,72,1242,2.225853682,0.159007072,2.384860754,,TRUE,after_split
Extract Subclass,MarginSampling,7,4096,39.9843811,0.918563923,0.855670103,0.947488584,0.899241603,1902,210,69,1245,2.529748678,0.059001684,2.588750362,,TRUE,after_split
Extract Subclass,MarginSampling,8,4608,44.98242874,0.917396381,0.854295533,0.945966514,0.897797039,1900,212,71,1243,2.934156418,0.054993629,2.989150047,,TRUE,after_split
Extract Subclass,MarginSampling,9,5120,49.98047638,0.920899008,0.864940518,0.940639269,0.901203062,1919,193,78,1236,3.240370512,0.049000502,3.289371014,,TRUE,after_split
Extract Subclass,MarginSampling,10,5632,54.97852401,0.918855809,0.859223301,0.942922374,0.899129173,1909,203,75,1239,3.464961052,0,3.464961052,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,KMeansSampling,0,512,4.998047638,0.866900175,0.7625459,0.948249619,0.84531886,1724,388,68,1246,0.350821257,5.257057905,5.607879162,,TRUE,after_split
Extract Subclass,KMeansSampling,1,1024,9.996095275,0.880326912,0.782853567,0.952054795,0.859203297,1765,347,63,1251,0.638924122,4.088159084,4.727083206,,TRUE,after_split
Extract Subclass,KMeansSampling,2,1536,14.99414291,0.89171045,0.799745709,0.95738204,0.871492899,1797,315,56,1258,0.960768461,3.424559116,4.385327578,,TRUE,after_split
Extract Subclass,KMeansSampling,3,2048,19.99219055,0.89171045,0.798606713,0.959665145,0.871759419,1794,318,53,1261,1.309543848,3.116336584,4.425880432,,TRUE,after_split
Extract Subclass,KMeansSampling,4,2560,24.99023819,0.909807356,0.840216655,0.944444444,0.889286994,1876,236,73,1241,1.682138681,3.362100124,5.044238806,,TRUE,after_split
Extract Subclass,KMeansSampling,5,3072,29.98828583,0.900467017,0.815704088,0.956621005,0.88056042,1828,284,57,1257,1.965326309,2.688171387,4.653497696,,TRUE,after_split
Extract Subclass,KMeansSampling,6,3584,34.98633346,0.905137186,0.822991509,0.95890411,0.885764499,1841,271,54,1260,2.137308359,2.942973375,5.080281734,,TRUE,after_split
Extract Subclass,KMeansSampling,7,4096,39.9843811,0.913601868,0.844384303,0.949771689,0.893982808,1882,230,66,1248,2.680351257,2.356081009,5.036432266,,TRUE,after_split
Extract Subclass,KMeansSampling,8,4608,44.98242874,0.914185639,0.844129555,0.952054795,0.894849785,1881,231,63,1251,2.874454498,2.545995951,5.420450449,,TRUE,after_split
Extract Subclass,KMeansSampling,9,5120,49.98047638,0.917396381,0.855272226,0.944444444,0.897649186,1902,210,73,1241,3.159638166,2.510187864,5.669826031,,TRUE,after_split
Extract Subclass,KMeansSampling,10,5632,54.97852401,0.914477525,0.847515317,0.947488584,0.89471793,1888,224,69,1245,3.50102973,0,3.50102973,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,BALDDropout,0,512,4.998047638,0.878867484,0.794368042,0.923135464,0.853924674,1798,314,101,1213,0.359661102,0.930333853,1.289994955,,TRUE,after_split
Extract Subclass,BALDDropout,1,1024,9.996095275,0.88178634,0.798816568,0.924657534,0.857142857,1806,306,99,1215,0.655958414,0.985766649,1.641725063,,TRUE,after_split
Extract Subclass,BALDDropout,2,1536,14.99414291,0.883829539,0.802110818,0.925418569,0.859363958,1812,300,98,1216,0.99213028,0.942023277,1.934153557,,TRUE,after_split
Extract Subclass,BALDDropout,3,2048,19.99219055,0.877991827,0.786445013,0.936073059,0.85476025,1778,334,84,1230,1.318349361,0.873624325,2.191973686,,TRUE,after_split
Extract Subclass,BALDDropout,4,2560,24.99023819,0.885580852,0.800521512,0.934550989,0.862359551,1806,306,86,1228,1.629035234,0.822997332,2.452032566,,TRUE,after_split
Extract Subclass,BALDDropout,5,3072,29.98828583,0.891126678,0.823367698,0.911719939,0.86529433,1855,257,116,1198,1.908134937,0.732985497,2.641120434,,TRUE,after_split
Extract Subclass,BALDDropout,6,3584,34.98633346,0.893461763,0.81320132,0.937595129,0.870979145,1829,283,82,1232,2.233961105,0.739091873,2.973052979,,TRUE,after_split
Extract Subclass,BALDDropout,7,4096,39.9843811,0.896380619,0.813193991,0.947488584,0.875219684,1826,286,69,1245,2.468454838,0.625241995,3.093696833,,TRUE,after_split
Extract Subclass,BALDDropout,8,4608,44.98242874,0.903385873,0.834126445,0.933789954,0.881149013,1868,244,87,1227,2.861100674,0.622069359,3.483170033,,TRUE,after_split
Extract Subclass,BALDDropout,9,5120,49.98047638,0.903385873,0.832769127,0.936073059,0.881404515,1865,247,84,1230,3.222933054,0.505033016,3.72796607,,TRUE,after_split
Extract Subclass,BALDDropout,10,5632,54.97852401,0.901050788,0.824783478,0.942161339,0.879573712,1849,263,76,1238,3.499182224,0,3.499182224,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,EntropySamplingDropout,0,512,4.998047638,0.873029772,0.778693722,0.934550989,0.849533034,1763,349,86,1228,0.345168829,1.048287868,1.393456697,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,1,1024,9.996095275,0.905720957,0.82663151,0.9543379,0.88590604,1849,263,60,1254,0.652221918,0.906238794,1.558460712,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,2,1536,14.99414291,0.907180385,0.835579515,0.943683409,0.886347391,1868,244,74,1240,0.928037882,0.895010948,1.82304883,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,3,2048,19.99219055,0.911558669,0.845051195,0.942161339,0.890967974,1885,227,76,1238,1.225477457,0.799086809,2.024564266,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,4,2560,24.99023819,0.919731465,0.867137809,0.933789954,0.899230487,1924,188,87,1227,1.560967922,0.822999001,2.383966923,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,5,3072,29.98828583,0.916228838,0.848608282,0.95129376,0.897021887,1889,223,64,1250,1.88139534,0.68689537,2.56829071,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,6,3584,34.98633346,0.913893754,0.84125921,0.95585997,0.894905593,1875,237,58,1256,2.209779024,0.725160599,2.934939623,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,7,4096,39.9843811,0.916520724,0.851573187,0.947488584,0.896974063,1895,217,69,1245,2.557347536,0.605212927,3.162560463,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,8,4608,44.98242874,0.920607122,0.861303745,0.945205479,0.901306241,1912,200,72,1242,3.135056734,0.552410603,3.687467337,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,9,5120,49.98047638,0.915353182,0.846883469,0.95129376,0.896057348,1886,226,64,1250,3.310608864,0.49826169,3.808870554,,TRUE,after_split
Extract Subclass,EntropySamplingDropout,10,5632,54.97852401,0.916520724,0.856449376,0.939878234,0.896226415,1905,207,79,1235,3.841501713,0,3.841501713,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,LeastConfidenceDropout,0,512,4.998047638,0.869527145,0.771106942,0.938356164,0.846549949,1746,366,81,1233,0.358975649,1.014521837,1.373497486,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,1,1024,9.996095275,0.908056042,0.833667335,0.949771689,0.887940235,1863,249,66,1248,0.606628656,0.923073769,1.529702425,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,2,1536,14.99414291,0.912434326,0.843495935,0.947488584,0.892473118,1881,231,69,1245,0.911718369,0.790021658,1.701740026,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,3,2048,19.99219055,0.918272037,0.856060606,0.945966514,0.898770788,1903,209,71,1243,1.43277216,0.798765421,2.23153758,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,4,2560,24.99023819,0.915645067,0.848402447,0.949771689,0.896229803,1889,223,66,1248,1.568709612,0.83312583,2.401835442,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,5,3072,29.98828583,0.920315236,0.859709744,0.946727549,0.901122782,1909,203,70,1244,1.957122803,0.655999899,2.613122702,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,6,3584,34.98633346,0.917396381,0.861247372,0.935312024,0.89675301,1914,198,85,1229,1.700672388,0.339006186,2.039678574,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,7,4096,39.9843811,0.912434326,0.843962008,0.946727549,0.892395983,1882,230,70,1244,1.199998379,0.312655926,1.512654305,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,8,4608,44.98242874,0.918855809,0.861227336,0.939878234,0.898835517,1913,199,79,1235,1.347426414,0.213917971,1.561344385,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,9,5120,49.98047638,0.915936953,0.847090663,0.95281583,0.896848138,1886,226,62,1252,1.429661512,0.197167635,1.626829147,,TRUE,after_split
Extract Subclass,LeastConfidenceDropout,10,5632,54.97852401,0.917980152,0.852559727,0.950532725,0.898884491,1896,216,65,1249,1.495208025,0,1.495208025,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,MarginSamplingDropout,0,512,4.998047638,0.87711617,0.793943384,0.917808219,0.851394282,1799,313,108,1206,0.145350933,0.449218512,0.594569445,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,1,1024,9.996095275,0.901342674,0.820209974,0.95129376,0.880902044,1838,274,64,1250,0.283335447,0.425999165,0.709334612,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,2,1536,14.99414291,0.915645067,0.846517918,0.95281583,0.896527032,1885,227,62,1252,0.412327051,0.328999996,0.741327047,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,3,2048,19.99219055,0.915645067,0.848402447,0.949771689,0.896229803,1889,223,66,1248,0.541465759,0.394239187,0.935704947,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,4,2560,24.99023819,0.915936953,0.852335165,0.944444444,0.896028881,1897,215,73,1241,0.666171074,0.365998268,1.032169342,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,5,3072,29.98828583,0.918855809,0.859223301,0.942922374,0.899129173,1909,203,75,1239,0.795348883,0.273143291,1.068492174,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,6,3584,34.98633346,0.913893754,0.84730743,0.945966514,0.893923049,1888,224,71,1243,0.951999903,0.327295303,1.279295206,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,7,4096,39.9843811,0.919147694,0.856847901,0.947488584,0.899891579,1904,208,69,1245,2.478414774,0.627379417,3.105794191,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,8,4608,44.98242874,0.916812609,0.850238257,0.950532725,0.897592526,1892,220,65,1249,2.921456337,0.550193787,3.471650124,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,9,5120,49.98047638,0.917104495,0.853708791,0.945966514,0.897472924,1899,213,71,1243,3.225143671,0.646678448,3.871822119,,TRUE,after_split
Extract Subclass,MarginSamplingDropout,10,5632,54.97852401,0.919147694,0.861828332,0.939878234,0.899162723,1914,198,79,1235,3.545157433,0,3.545157433,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,AdversarialBIM,0,512,4.998047638,0.876240514,0.778822055,0.945966514,0.854295533,1759,353,71,1243,0.349940538,73.75472951,74.10467005,,TRUE,after_split
Extract Subclass,AdversarialBIM,1,1024,9.996095275,0.904553415,0.827037773,0.949771689,0.884165781,1851,261,66,1248,0.704174519,60.36665368,61.0708282,,TRUE,after_split
Extract Subclass,AdversarialBIM,2,1536,14.99414291,0.908931699,0.843621399,0.936073059,0.887445887,1884,228,84,1230,0.970645666,60.00369501,60.97434068,,TRUE,after_split
Extract Subclass,AdversarialBIM,3,2048,19.99219055,0.913309982,0.843349088,0.950532725,0.893738819,1880,232,65,1249,1.491430759,55.5398984,57.03132915,,TRUE,after_split
Extract Subclass,AdversarialBIM,4,2560,24.99023819,0.911266783,0.83938172,0.950532725,0.891506067,1873,239,65,1249,1.639398813,51.37880254,53.01820135,,TRUE,after_split
Extract Subclass,AdversarialBIM,5,3072,29.98828583,0.915353182,0.85261708,0.942161339,0.895155459,1898,214,76,1238,1.933097601,50.03095675,51.96405435,,TRUE,after_split
Extract Subclass,AdversarialBIM,6,3584,34.98633346,0.912434326,0.842105263,0.949771689,0.892703863,1878,234,66,1248,2.318160295,49.25445676,51.57261705,,TRUE,after_split
Extract Subclass,AdversarialBIM,7,4096,39.9843811,0.913309982,0.843813387,0.949771689,0.893662728,1881,231,66,1248,2.567656755,45.33570361,47.90336037,,TRUE,after_split
Extract Subclass,AdversarialBIM,8,4608,44.98242874,0.919731465,0.870806567,0.928462709,0.898710866,1931,181,94,1220,3.056925535,45.01686907,48.0737946,,TRUE,after_split
Extract Subclass,AdversarialBIM,9,5120,49.98047638,0.913893754,0.84778157,0.945205479,0.893846707,1889,223,72,1242,3.290453434,40.7104373,44.00089073,,TRUE,after_split
Extract Subclass,AdversarialBIM,10,5632,54.97852401,0.913893754,0.846363018,0.947488584,0.894075404,1886,226,69,1245,3.766720772,0,3.766720772,max_label_pct_reached(50.0%),TRUE,after_split
Extract Subclass,AdversarialDeepFool,0,512,4.998047638,0.886748395,0.800259403,0.939117199,0.864145658,1804,308,80,1234,0.345968246,95.46087718,95.80684543,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,1,1024,9.996095275,0.90221833,0.820143885,0.9543379,0.882166725,1837,275,60,1254,0.672108889,91.06007743,91.73218632,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,2,1536,14.99414291,0.913018097,0.846049046,0.945205479,0.892882818,1886,226,72,1242,0.987198114,77.24772787,78.23492599,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,3,2048,19.99219055,0.920607122,0.858321871,0.949771689,0.901734104,1906,206,66,1248,1.32993722,68.20905662,69.53899384,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,4,2560,24.99023819,0.917688266,0.858333333,0.940639269,0.897603486,1908,204,78,1236,1.725589752,73.34872842,75.07431817,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,5,3072,29.98828583,0.917980152,0.851599728,0.952054795,0.899029824,1894,218,63,1251,1.908173084,67.73907065,69.64724374,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,6,3584,34.98633346,0.916228838,0.852436513,0.945205479,0.896427283,1897,215,72,1242,2.268038511,76.77335858,79.04139709,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,7,4096,39.9843811,0.917104495,0.856648199,0.941400304,0.897026831,1905,207,77,1237,2.550141096,65.59783673,68.14797783,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,8,4608,44.98242874,0.916228838,0.849082257,0.950532725,0.896947935,1890,222,65,1249,2.960045576,62.86320114,65.82324672,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,9,5120,49.98047638,0.915061296,0.850582591,0.944444444,0.895059502,1894,218,73,1241,3.348027945,70.63222575,73.9802537,,TRUE,after_split
Extract Subclass,AdversarialDeepFool,10,5632,54.97852401,0.914185639,0.848837209,0.944444444,0.894092219,1891,221,73,1241,3.699226141,0,3.699226141,max_label_pct_reached(50.0%),TRUE,after_split
Extract Superclass,RandomSampling,0,861,4.998258447,0.906958144,0.940354147,0.930296884,0.93529848,1759,320,378,5045,0.643029451,0,0.643029451,,TRUE,after_split
Extract Superclass,RandomSampling,1,1722,9.996516893,0.899093575,0.952131783,0.905956113,0.928470188,1832,247,510,4913,1.143371344,0,1.143371344,,TRUE,after_split
Extract Superclass,RandomSampling,2,2583,14.99477534,0.906558251,0.951089033,0.917942098,0.934221638,1823,256,445,4978,1.63869381,0.000999928,1.639693737,,TRUE,after_split
Extract Superclass,RandomSampling,3,3444,19.99303379,0.912956545,0.95,0.928452886,0.939102863,1814,265,388,5035,2.264605761,0,2.264605761,,TRUE,after_split
Extract Superclass,RandomSampling,4,4305,24.99129223,0.913889629,0.952281765,0.927346487,0.939648729,1827,252,394,5029,2.708191395,0,2.708191395,,TRUE,after_split
Extract Superclass,RandomSampling,5,5166,29.98955068,0.911490269,0.955232447,0.920708095,0.937652582,1845,234,430,4993,3.222523212,0,3.222523212,,TRUE,after_split
Extract Superclass,RandomSampling,6,6027,34.98780913,0.911090376,0.950891164,0.92476489,0.937646069,1820,259,408,5015,3.862246513,0,3.862246513,,TRUE,after_split
Extract Superclass,RandomSampling,7,6888,39.98606757,0.913889629,0.954692557,0.92476489,0.939490446,1841,238,408,5015,4.161781549,0.000999928,4.162781477,,TRUE,after_split
Extract Superclass,RandomSampling,8,7749,44.98432602,0.912423354,0.955640535,0.921630094,0.938327232,1847,232,425,4998,4.812201977,0,4.812201977,,TRUE,after_split
Extract Superclass,RandomSampling,9,8610,49.98258447,0.912823247,0.957238734,0.920523695,0.938522279,1856,223,431,4992,5.413358688,0,5.413358688,,TRUE,after_split
Extract Superclass,RandomSampling,10,9471,54.98084291,0.911223674,0.958196879,0.917204499,0.937252685,1862,217,449,4974,5.90819931,0,5.90819931,max_label_pct_reached(50.0%),TRUE,after_split
Extract Superclass,EntropySampling,0,861,4.998258447,0.908557718,0.939017609,0.934169279,0.93658717,1750,329,357,5066,0.595881939,0.183213949,0.779095888,,TRUE,after_split
Extract Superclass,EntropySampling,1,1722,9.996516893,0.914822714,0.953545696,0.927346487,0.940263625,1834,245,394,5029,1.13781023,0.14910531,1.286915541,,TRUE,after_split
Extract Superclass,EntropySampling,2,2583,14.99477534,0.916822181,0.955226712,0.928452886,0.941649523,1843,236,388,5035,1.713824034,0.148002625,1.861826658,,TRUE,after_split
Extract Superclass,EntropySampling,3,3444,19.99303379,0.919621434,0.953177886,0.934722478,0.943859976,1830,249,354,5069,2.112943411,0.132674694,2.245618105,,TRUE,after_split
Extract Superclass,EntropySampling,4,4305,24.99129223,0.918821648,0.954665659,0.931956482,0.943174396,1839,240,369,5054,2.703457355,0.126446486,2.829903841,,TRUE,after_split
Extract Superclass,EntropySampling,5,5166,29.98955068,0.919088243,0.957794677,0.929006085,0.943180754,1857,222,385,5038,3.161978245,0.207006216,3.368984461,,TRUE,after_split
Extract Superclass,EntropySampling,6,6027,34.98780913,0.920021328,0.955085865,0.93324728,0.944040291,1841,238,362,5061,3.826432467,0.118662119,3.945094585,,TRUE,after_split
Extract Superclass,EntropySampling,7,6888,39.98606757,0.921354306,0.956891662,0.93324728,0.944921583,1851,228,362,5061,4.153182983,0.108080387,4.261263371,,TRUE,after_split
Extract Superclass,EntropySampling,8,7749,44.98432602,0.92348707,0.954111257,0.939332473,0.946664189,1834,245,329,5094,4.794353724,0.098998785,4.893352509,,TRUE,after_split
Extract Superclass,EntropySampling,9,8610,49.98258447,0.920287923,0.953904045,0.934906878,0.944309927,1834,245,353,5070,5.524339676,0.086000204,5.61033988,,TRUE,after_split
Extract Superclass,EntropySampling,10,9471,54.98084291,0.917222074,0.957682043,0.926424488,0.941793983,1857,222,399,5024,5.959919214,0,5.959919214,max_label_pct_reached(50.0%),TRUE,after_split
Extract Superclass,LeastConfidence,0,861,4.998258447,0.90482538,0.939518387,0.928084086,0.933766234,1755,324,390,5033,0.641185522,0.176992416,0.818177938,,TRUE,after_split
Extract Superclass,LeastConfidence,1,1722,9.996516893,0.919354839,0.946607341,0.94154527,0.94406952,1791,288,317,5106,1.120509386,0.245014906,1.365524292,,TRUE,after_split
Extract Superclass,LeastConfidence,2,2583,14.99477534,0.91508931,0.953735305,0.927530887,0.940450594,1835,244,393,5030,1.725862503,0.156539679,1.882402182,,TRUE,after_split
Extract Superclass,LeastConfidence,3,3444,19.99303379,0.917088776,0.955243694,0.928821685,0.94184742,1843,236,386,5037,2.235656261,0.137371063,2.373027325,,TRUE,after_split
Extract Superclass,LeastConfidence,4,4305,24.99129223,0.913889629,0.958181469,0.921076895,0.939262881,1861,218,428,4995,2.777517557,0.130228281,2.907745838,,TRUE,after_split
Extract Superclass,LeastConfidence,5,5166,29.98955068,0.920287923,0.955618508,0.93306288,0.944206009,1844,235,363,5060,3.405233145,0.120007277,3.525240421,,TRUE,after_split
Extract Superclass,LeastConfidence,6,6027,34.98780913,0.916022394,0.957609318,0.92476489,0.940900563,1857,222,408,5015,3.943393707,0.199999809,4.143393517,,TRUE,after_split
Extract Superclass,LeastConfidence,7,6888,39.98606757,0.921620901,0.955530432,0.935091278,0.945200373,1843,236,352,5071,4.318284035,0.106993198,4.425277233,,TRUE,after_split
Extract Superclass,LeastConfidence,8,7749,44.98432602,0.920687817,0.956505295,0.932694081,0.944449631,1849,230,365,5058,4.921669722,0.103001356,5.024671078,,TRUE,after_split
Extract Superclass,LeastConfidence,9,8610,49.98258447,0.916422287,0.956414161,0.926608888,0.941275639,1850,229,398,5025,5.575771332,0.097999573,5.673770905,,TRUE,after_split
Extract Superclass,LeastConfidence,10,9471,54.98084291,0.921221008,0.954135338,0.936013277,0.944987434,1835,244,347,5076,6.270490408,0,6.270490408,max_label_pct_reached(50.0%),TRUE,after_split
Extract Superclass,MarginSampling,0,861,4.998258447,0.906291656,0.944611907,0.924580491,0.934488864,1785,294,409,5014,0.622542143,0.168996811,0.791538954,,TRUE,after_split
Extract Superclass,MarginSampling,1,1722,9.996516893,0.90722474,0.954606655,0.915176102,0.934475617,1843,236,460,4963,1.17901206,0.152996778,1.332008839,,TRUE,after_split
Extract Superclass,MarginSampling,2,2583,14.99477534,0.917888563,0.954605636,0.930665683,0.94248366,1839,240,376,5047,1.783243179,0.257992029,2.041235209,,TRUE,after_split
Extract Superclass,MarginSampling,3,3444,19.99303379,0.914689416,0.957703349,0.922736493,0.939894816,1858,221,419,5004,2.247437,0.13553071,2.38296771,,TRUE,after_split
Extract Superclass,MarginSampling,4,4305,24.99129223,0.916022394,0.956563155,0.925871289,0.940967016,1851,228,402,5021,2.804785967,0.131999969,2.936785936,,TRUE,after_split
Extract Superclass,MarginSampling,5,5166,29.98955068,0.919088243,0.957794677,0.929006085,0.943180754,1857,222,385,5038,3.427273273,0.124002934,3.551276207,,TRUE,after_split
Extract Superclass,MarginSampling,6,6027,34.98780913,0.920021328,0.955946304,0.932325281,0.943988051,1846,233,367,5056,3.872386217,0.108005285,3.980391502,,TRUE,after_split
Extract Superclass,MarginSampling,7,6888,39.98606757,0.922820581,0.954409006,0.938041674,0.946154562,1836,243,336,5087,4.382516384,0.107108355,4.489624739,,TRUE,after_split
Extract Superclass,MarginSampling,8,7749,44.98432602,0.917355372,0.959265634,0.92494929,0.941794968,1866,213,407,5016,4.924548388,0.091992378,5.016540766,,TRUE,after_split
Extract Superclass,MarginSampling,9,8610,49.98258447,0.922420688,0.954724779,0.937119675,0.945840313,1838,241,341,5082,5.371968031,0.175991774,5.547959805,,TRUE,after_split
Extract Superclass,MarginSampling,10,9471,54.98084291,0.919354839,0.958158996,0.929006085,0.943357364,1859,220,385,5038,5.718519926,0,5.718519926,max_label_pct_reached(50.0%),TRUE,after_split
Extract Superclass,KMeansSampling,0,861,4.998258447,0.909890696,0.934309241,0.94154527,0.937913299,1720,359,317,5106,0.679928541,10.99521351,11.67514205,,TRUE,after_split
Extract Superclass,KMeansSampling,1,1722,9.996516893,0.909757398,0.9397702,0.935091278,0.937424901,1754,325,352,5071,1.069413185,10.64887357,11.71828675,,TRUE,after_split
Extract Superclass,KMeansSampling,2,2583,14.99477534,0.911756865,0.948220674,0.928637286,0.938326812,1804,275,387,5036,1.625445366,10.4448576,12.07030296,,TRUE,after_split
Extract Superclass,KMeansSampling,3,3444,19.99303379,0.911356971,0.950227101,0.925871289,0.937891099,1816,263,402,5021,2.191197634,10.91689062,13.10808825,,TRUE,after_split
Extract Superclass,KMeansSampling,4,4305,24.99129223,0.911890163,0.949245283,0.927715287,0.938356803,1810,269,392,5031,2.850333691,9.158601284,12.00893497,,TRUE,after_split
