dataset,strategy,round,n_labeled,pct_labeled,accuracy,precision,recall,f1,tn,fp,fn,tp,train_eval_time_sec,query_time_sec,total_time_sec,stop_reason,undersampling,undersampling_stage
Extract And Move Method,RandomSampling,0,779,5.001926287,0.680282991,0.082252119,0.887396694,0.150549884,39533,19169,218,1718,0.509816647,0.000999928,0.510816574,,TRUE,after_split
Extract And Move Method,RandomSampling,1,1558,10.00385257,0.692437086,0.086000198,0.896694215,0.156947835,40252,18450,200,1736,0.755077362,0,0.755077362,,TRUE,after_split
Extract And Move Method,RandomSampling,2,2337,15.00577886,0.724149873,0.093810073,0.882231405,0.16958745,42203,16499,228,1708,0.829260588,0,0.829260588,,TRUE,after_split
Extract And Move Method,RandomSampling,3,3116,20.00770515,0.712754378,0.090942718,0.888946281,0.165004794,41499,17203,215,1721,1.012321949,0,1.012321949,,TRUE,after_split
Extract And Move Method,RandomSampling,4,3895,25.00963144,0.767785877,0.107186752,0.85588843,0.190514516,44900,13802,279,1657,1.235221386,0,1.235221386,,TRUE,after_split
Extract And Move Method,RandomSampling,5,4674,30.01155772,0.729624988,0.096635608,0.894628099,0.17442973,42511,16191,204,1732,1.563510418,0.000999689,1.564510107,,TRUE,after_split
Extract And Move Method,RandomSampling,6,5453,35.01348401,0.72273162,0.094919131,0.900309917,0.171732598,42082,16620,193,1743,1.613261223,0,1.613261223,,TRUE,after_split
Extract And Move Method,RandomSampling,7,6232,40.0154103,0.767554999,0.1081534,0.866735537,0.192309896,44865,13837,258,1678,1.759776354,0,1.759776354,,TRUE,after_split
Extract And Move Method,RandomSampling,8,7011,45.01733659,0.763514628,0.10667174,0.868801653,0.190013556,44616,14086,254,1682,1.893360615,0,1.893360615,,TRUE,after_split
Extract And Move Method,RandomSampling,9,7790,50.01926287,0.760348296,0.107111666,0.886880165,0.191138818,44389,14313,219,1717,2.199388266,0,2.199388266,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,EntropySampling,0,779,5.001926287,0.719021076,0.08872549,0.84142562,0.160524241,41971,16731,307,1629,0.394154787,0.053475857,0.447630644,,TRUE,after_split
Extract And Move Method,EntropySampling,1,1558,10.00385257,0.751360533,0.09972586,0.845557851,0.178409896,43924,14778,299,1637,0.591474056,0.052000999,0.643475056,,TRUE,after_split
Extract And Move Method,EntropySampling,2,2337,15.00577886,0.754510373,0.102955605,0.867252066,0.184060513,44073,14629,257,1679,0.909421444,0.04814291,0.957564354,,TRUE,after_split
Extract And Move Method,EntropySampling,3,3116,20.00770515,0.782759985,0.112917671,0.846590909,0.199258404,45826,12876,297,1639,0.943395615,0.047000647,0.990396261,,TRUE,after_split
Extract And Move Method,EntropySampling,4,3895,25.00963144,0.752696329,0.104194448,0.887913223,0.186503201,43923,14779,217,1719,1.122309685,0.042001247,1.164310932,,TRUE,after_split
Extract And Move Method,EntropySampling,5,4674,30.01155772,0.774811175,0.111722219,0.870867769,0.19803841,45297,13405,250,1686,1.386343479,0.039945126,1.426288605,,TRUE,after_split
Extract And Move Method,EntropySampling,6,5453,35.01348401,0.767967281,0.110740408,0.891528926,0.197009474,44842,13860,210,1726,1.558075905,0.037000418,1.595076323,,TRUE,after_split
Extract And Move Method,EntropySampling,7,6232,40.0154103,0.793034071,0.119460777,0.86053719,0.209797255,46422,12280,270,1666,1.834520817,0.034609795,1.869130611,,TRUE,after_split
Extract And Move Method,EntropySampling,8,7011,45.01733659,0.787938257,0.117836401,0.869834711,0.207555309,46095,12607,252,1684,1.921637058,0.034621477,1.956258535,,TRUE,after_split
Extract And Move Method,EntropySampling,9,7790,50.01926287,0.789389492,0.118297752,0.867252066,0.208196416,46188,12514,257,1679,2.132455349,0,2.132455349,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,LeastConfidence,0,779,5.001926287,0.728470596,0.09103192,0.835227273,0.16417077,42556,16146,319,1617,0.410580397,0.054000378,0.464580774,,TRUE,after_split
Extract And Move Method,LeastConfidence,1,1558,10.00385257,0.728173752,0.093636516,0.865702479,0.168994202,42479,16223,260,1676,0.720322132,0.052646399,0.772968531,,TRUE,after_split
Extract And Move Method,LeastConfidence,2,2337,15.00577886,0.722385303,0.094634306,0.898243802,0.17122883,42065,16637,197,1739,0.765381813,0.049941301,0.815323114,,TRUE,after_split
Extract And Move Method,LeastConfidence,3,3116,20.00770515,0.776476797,0.111438127,0.86053719,0.197323226,45418,13284,270,1666,0.968764544,0.047194481,1.015959024,,TRUE,after_split
Extract And Move Method,LeastConfidence,4,3895,25.00963144,0.794980046,0.117938264,0.83677686,0.206738132,46586,12116,316,1620,1.170233965,0.043488026,1.213721991,,TRUE,after_split
Extract And Move Method,LeastConfidence,5,4674,30.01155772,0.731537979,0.097400775,0.896177686,0.175705099,42624,16078,201,1735,1.49754262,0.040762663,1.538305283,,TRUE,after_split
Extract And Move Method,LeastConfidence,6,5453,35.01348401,0.788086678,0.116891323,0.860020661,0.205809642,46123,12579,271,1665,2.601742744,0.109000921,2.710743666,,TRUE,after_split
Extract And Move Method,LeastConfidence,7,6232,40.0154103,0.749727893,0.10411434,0.89927686,0.18662236,43721,14981,195,1741,4.185670614,0.083999395,4.26967001,,TRUE,after_split
Extract And Move Method,LeastConfidence,8,7011,45.01733659,0.786618952,0.11707385,0.868801653,0.206342391,46017,12685,254,1682,4.692460299,0.079369068,4.771829367,,TRUE,after_split
Extract And Move Method,LeastConfidence,9,7790,50.01926287,0.766417098,0.109777891,0.888429752,0.195410134,44754,13948,216,1720,4.996870041,0,4.996870041,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,MarginSampling,0,779,5.001926287,0.696164122,0.084475806,0.865702479,0.153930933,40538,18164,260,1676,0.993360281,0.139995575,1.133355856,,TRUE,after_split
Extract And Move Method,MarginSampling,1,1558,10.00385257,0.718526337,0.092349138,0.885330579,0.167252147,41856,16846,222,1714,1.432744741,0.138289928,1.57103467,,TRUE,after_split
Extract And Move Method,MarginSampling,2,2337,15.00577886,0.786272634,0.112485939,0.826446281,0.198019802,46078,12624,336,1600,2.033112288,0.127001524,2.160113811,,TRUE,after_split
Extract And Move Method,MarginSampling,3,3116,20.00770515,0.747023319,0.101924448,0.886363636,0.182825485,43582,15120,220,1716,2.306775093,0.118098259,2.424873352,,TRUE,after_split
Extract And Move Method,MarginSampling,4,3895,25.00963144,0.782628055,0.114712533,0.864669421,0.202553089,45783,12919,262,1674,2.701008081,0.159003735,2.860011816,,TRUE,after_split
Extract And Move Method,MarginSampling,5,4674,30.01155772,0.745753488,0.101695917,0.888946281,0.182512328,43500,15202,215,1721,3.372921467,0.103000164,3.475921631,,TRUE,after_split
Extract And Move Method,MarginSampling,6,5453,35.01348401,0.775866618,0.112559005,0.874483471,0.19944631,45354,13348,243,1693,3.771486521,0.111994028,3.883480549,,TRUE,after_split
Extract And Move Method,MarginSampling,7,6232,40.0154103,0.78999967,0.118283371,0.864152893,0.208084577,46231,12471,263,1673,3.967957973,0.086000919,4.053958893,,TRUE,after_split
Extract And Move Method,MarginSampling,8,7011,45.01733659,0.788383522,0.117791497,0.867252066,0.207411983,46127,12575,257,1679,4.404218435,0.08300066,4.487219095,,TRUE,after_split
Extract And Move Method,MarginSampling,9,7790,50.01926287,0.764685511,0.108898332,0.886880165,0.193978422,44652,14050,219,1717,4.943711758,0,4.943711758,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,KMeansSampling,0,779,5.001926287,0.698951153,0.086756141,0.88481405,0.158018542,40670,18032,223,1713,0.993195772,7.043246269,8.036442041,,TRUE,after_split
Extract And Move Method,KMeansSampling,1,1558,10.00385257,0.733170619,0.094465323,0.856921488,0.1701713,42799,15903,277,1659,1.402930498,7.080175877,8.483106375,,TRUE,after_split
Extract And Move Method,KMeansSampling,2,2337,15.00577886,0.739866091,0.098153096,0.872933884,0.176464446,43174,15528,246,1690,1.878744602,5.990512609,7.869257212,,TRUE,after_split
Extract And Move Method,KMeansSampling,3,3116,20.00770515,0.723275834,0.093982495,0.887396694,0.169964385,42140,16562,218,1718,2.417819977,6.13233757,8.550157547,,TRUE,after_split
Extract And Move Method,KMeansSampling,4,3895,25.00963144,0.702002045,0.089966453,0.914256198,0.16381305,40798,17904,166,1770,2.791870832,5.781937599,8.573808432,,TRUE,after_split
Extract And Move Method,KMeansSampling,5,4674,30.01155772,0.710099278,0.092099087,0.912190083,0.167306144,41293,17409,170,1766,3.238286734,5.145070791,8.383357525,,TRUE,after_split
Extract And Move Method,KMeansSampling,6,5453,35.01348401,0.743395231,0.100843783,0.888946281,0.181138827,43357,15345,215,1721,3.860696554,4.617811203,8.478507757,,TRUE,after_split
Extract And Move Method,KMeansSampling,7,6232,40.0154103,0.739536264,0.100311491,0.898243802,0.180469074,43105,15597,197,1739,4.045560837,4.299593449,8.345154285,,TRUE,after_split
Extract And Move Method,KMeansSampling,8,7011,45.01733659,0.736864672,0.099748772,0.902376033,0.179640103,42935,15767,189,1747,4.410192013,4.44082737,8.851019382,,TRUE,after_split
Extract And Move Method,KMeansSampling,9,7790,50.01926287,0.761436723,0.107652806,0.887913223,0.192024129,44453,14249,217,1719,5.016684055,0,5.016684055,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,BALDDropout,0,779,5.001926287,0.668376266,0.079192331,0.883264463,0.145352544,38819,19883,226,1710,1.142526865,1.4807024,2.623229265,,TRUE,after_split
Extract And Move Method,BALDDropout,1,1558,10.00385257,0.703288367,0.085758514,0.858471074,0.155939201,40984,17718,274,1662,1.52118969,1.482449055,3.003638744,,TRUE,after_split
Extract And Move Method,BALDDropout,2,2337,15.00577886,0.706124872,0.087042429,0.864669421,0.158163265,41144,17558,262,1674,1.992143393,1.228281975,3.220425367,,TRUE,after_split
Extract And Move Method,BALDDropout,3,3116,20.00770515,0.723671625,0.091104735,0.852789256,0.164622594,42231,16471,285,1651,2.439531326,1.170994759,3.610526085,,TRUE,after_split
Extract And Move Method,BALDDropout,4,3895,25.00963144,0.703552228,0.088380209,0.88946281,0.160784314,40940,17762,214,1722,2.670419216,1.251335382,3.921754599,,TRUE,after_split
Extract And Move Method,BALDDropout,5,4674,30.01155772,0.70836769,0.088395191,0.873450413,0.160543055,41263,17439,245,1691,3.137104511,1.00512886,4.142233372,,TRUE,after_split
Extract And Move Method,BALDDropout,6,5453,35.01348401,0.726194795,0.094184052,0.879132231,0.170140451,42333,16369,234,1702,3.739958763,0.987305403,4.727264166,,TRUE,after_split
Extract And Move Method,BALDDropout,7,6232,40.0154103,0.726689535,0.095148531,0.888429752,0.171888273,42345,16357,216,1720,4.02041173,0.896029234,4.916440964,,TRUE,after_split
Extract And Move Method,BALDDropout,8,7011,45.01733659,0.732576932,0.097065463,0.888429752,0.175010175,42702,16000,216,1720,4.49497056,0.994483232,5.489453793,,TRUE,after_split
Extract And Move Method,BALDDropout,9,7790,50.01926287,0.750123685,0.102167369,0.876549587,0.183004421,43789,14913,239,1697,4.806481123,0,4.806481123,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,EntropySamplingDropout,0,779,5.001926287,0.704789076,0.086934023,0.867768595,0.15803584,41057,17645,256,1680,1.007974148,1.563287973,2.571262121,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,1,1558,10.00385257,0.763531119,0.102748062,0.828512397,0.182823275,44695,14007,332,1604,1.454006433,1.46647501,2.920481443,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,2,2337,15.00577886,0.772518883,0.108801795,0.851756198,0.192955769,45195,13507,287,1649,1.811322927,1.235026836,3.046349764,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,3,3116,20.00770515,0.747551041,0.102118543,0.886363636,0.183137673,43614,15088,220,1716,2.46105957,1.170829058,3.631888628,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,4,3895,25.00963144,0.769979221,0.109238777,0.867252066,0.19403675,45011,13691,257,1679,2.756922245,1.23801446,3.994936705,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,5,4674,30.01155772,0.780253307,0.112961327,0.858471074,0.199651631,45651,13051,274,1662,3.110585928,1.184842348,4.295428276,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,6,5453,35.01348401,0.739750651,0.100479021,0.89927686,0.180761044,43116,15586,195,1741,3.641972065,0.957061052,4.599033117,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,7,6232,40.0154103,0.759424783,0.106787668,0.887396694,0.190634709,44332,14370,218,1718,3.981772184,0.886033535,4.867805719,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,8,7011,45.01733659,0.782463142,0.116420149,0.882231405,0.205696393,45739,12963,228,1708,4.666857243,0.796465158,5.463322401,,TRUE,after_split
Extract And Move Method,EntropySamplingDropout,9,7790,50.01926287,0.773904153,0.112544425,0.883264463,0.199649737,45218,13484,226,1710,4.897080421,0,4.897080421,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,0,779,5.001926287,0.725304265,0.090012811,0.834710744,0.162501885,42365,16337,320,1616,1.157904387,1.365738153,2.52364254,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,1,1558,10.00385257,0.736468881,0.096529533,0.867768595,0.173733195,42978,15724,256,1680,1.452675343,1.474009275,2.926684618,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,2,2337,15.00577886,0.748144728,0.10095751,0.871384298,0.180950338,43679,15023,249,1687,1.887058973,1.260528564,3.147587538,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,3,3116,20.00770515,0.767109733,0.106700232,0.853822314,0.189694744,44863,13839,283,1653,2.439175129,1.17758441,3.616759539,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,4,3895,25.00963144,0.764190771,0.108443656,0.884297521,0.193195283,44627,14075,224,1712,2.849931717,1.088602543,3.93853426,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,5,4674,30.01155772,0.746066823,0.10279712,0.899793388,0.184514352,43498,15204,194,1742,3.220102549,1.178344727,4.398447275,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,6,5453,35.01348401,0.757478809,0.107076923,0.898760331,0.191355988,44192,14510,196,1740,3.664404154,1.122669458,4.787073612,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,7,6232,40.0154103,0.773755731,0.112222734,0.880681818,0.199077588,45214,13488,231,1705,3.999389887,0.857307911,4.856697798,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,8,7011,45.01733659,0.765097793,0.10996324,0.896177686,0.195890256,44659,14043,201,1735,4.667515516,0.803632259,5.471147776,,TRUE,after_split
Extract And Move Method,LeastConfidenceDropout,9,7790,50.01926287,0.763399189,0.108658637,0.889979339,0.193671669,44568,14134,213,1723,4.804915428,0,4.804915428,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,MarginSamplingDropout,0,779,5.001926287,0.687786536,0.084205891,0.888946281,0.153839278,39985,18717,215,1721,1.174558163,1.377827406,2.552385569,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,1,1558,10.00385257,0.703370824,0.088457002,0.891012397,0.160936698,40926,17776,211,1725,1.380266666,1.445321321,2.825587988,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,2,2337,15.00577886,0.746742966,0.101727105,0.885330579,0.182486026,43567,15135,222,1714,1.887920618,1.381571054,3.269491673,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,3,3116,20.00770515,0.746495597,0.102296945,0.892561983,0.183556405,43538,15164,208,1728,2.248800755,1.358067274,3.606868029,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,4,3895,25.00963144,0.745852436,0.102014295,0.892045455,0.183090379,43500,15202,209,1727,2.674851418,1.102250099,3.777101517,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,5,4674,30.01155772,0.759177414,0.106932291,0.889979339,0.190924705,44312,14390,213,1723,3.234566927,1.005581617,4.240148544,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,6,5453,35.01348401,0.744731027,0.102027623,0.896694215,0.183209329,43423,15279,200,1736,3.593294859,1.093745232,4.687040091,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,7,6232,40.0154103,0.749068241,0.103345281,0.893595041,0.185264511,43692,15010,206,1730,3.981695175,0.889372349,4.871067524,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,8,7011,45.01733659,0.790345988,0.118297089,0.862603306,0.208060799,46255,12447,266,1670,4.61693573,0.830921173,5.447856903,,TRUE,after_split
Extract And Move Method,MarginSamplingDropout,9,7790,50.01926287,0.771315017,0.111696934,0.886363636,0.198392971,45055,13647,220,1716,4.783780336,0,4.783780336,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,AdversarialBIM,0,779,5.001926287,0.710692965,0.087879588,0.859504132,0.159455704,41431,17271,272,1664,1.158781052,113.8358784,114.9946594,,TRUE,after_split
Extract And Move Method,AdversarialBIM,1,1558,10.00385257,0.742702596,0.097822248,0.858471074,0.175631407,43374,15328,274,1662,1.425432444,99.94508195,101.3705144,,TRUE,after_split
Extract And Move Method,AdversarialBIM,2,2337,15.00577886,0.751360533,0.101425538,0.863636364,0.181531947,43889,14813,264,1672,1.902658224,61.11422896,63.01688719,,TRUE,after_split
Extract And Move Method,AdversarialBIM,3,3116,20.00770515,0.772980639,0.108485571,0.846590909,0.192325745,45233,13469,297,1639,1.173265934,40.55536556,41.7286315,,TRUE,after_split
Extract And Move Method,AdversarialBIM,4,3895,25.00963144,0.751591411,0.103773015,0.887913223,0.185827793,43856,14846,217,1719,1.225457907,32.74427652,33.96973443,,TRUE,after_split
Extract And Move Method,AdversarialBIM,5,4674,30.01155772,0.74451664,0.100495108,0.880681818,0.18040419,43441,15261,231,1705,1.307742119,36.19430375,37.50204587,,TRUE,after_split
Extract And Move Method,AdversarialBIM,6,5453,35.01348401,0.762178832,0.107365243,0.881714876,0.191421362,44510,14192,229,1707,1.57854414,32.93557334,34.51411748,,TRUE,after_split
Extract And Move Method,AdversarialBIM,7,6232,40.0154103,0.759573205,0.106014335,0.878615702,0.189199711,44358,14344,235,1701,1.769605875,30.83215904,32.60176492,,TRUE,after_split
Extract And Move Method,AdversarialBIM,8,7011,45.01733659,0.772535374,0.111577016,0.87964876,0.198034769,45142,13560,233,1703,1.819440365,27.11577797,28.93521833,,TRUE,after_split
Extract And Move Method,AdversarialBIM,9,7790,50.01926287,0.788070187,0.117420259,0.86518595,0.206777359,46112,12590,261,1675,2.390851259,0,2.390851259,max_label_pct_reached(50.0%),TRUE,after_split
Extract And Move Method,AdversarialDeepFool,0,779,5.001926287,0.647993008,0.07731173,0.916838843,0.142598915,37518,21184,161,1775,0.430006742,68.30997705,68.7399838,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,1,1558,10.00385257,0.717784228,0.091906426,0.882747934,0.166479957,41816,16886,227,1709,0.594443321,72.60284352,73.19728684,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,2,2337,15.00577886,0.715788779,0.093008407,0.902892562,0.168644477,41656,17046,188,1748,0.948555708,73.65558147,74.60413718,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,3,3116,20.00770515,0.750964742,0.103200916,0.884297521,0.184831309,43825,14877,224,1712,0.938390493,61.4973197,62.43571019,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,4,3895,25.00963144,0.759903031,0.106686608,0.884297521,0.190402046,44367,14335,224,1712,1.391074181,52.77868938,54.16976357,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,5,4674,30.01155772,0.764240245,0.107419642,0.873450413,0.191311234,44651,14051,245,1691,1.296331167,56.3722856,57.66861677,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,6,5453,35.01348401,0.76908869,0.110321664,0.882231405,0.196118957,44928,13774,228,1708,1.581628561,55.23594093,56.81756949,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,7,6232,40.0154103,0.77411854,0.112436565,0.881198347,0.199427202,45235,13467,230,1706,1.794812679,54.45846152,56.2532742,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,8,7011,45.01733659,0.764223754,0.108506999,0.88481405,0.193308131,44628,14074,223,1713,2.021221161,56.32160735,58.34282851,,TRUE,after_split
Extract And Move Method,AdversarialDeepFool,9,7790,50.01926287,0.81077872,0.127421875,0.842458678,0.221362649,47533,11169,305,1631,2.015090227,0,2.015090227,max_label_pct_reached(50.0%),TRUE,after_split
Extract Class,RandomSampling,0,852,4.998240056,0.880504963,0.939122763,0.907772904,0.923181762,1686,483,757,7451,0.254833937,0,0.254833937,,TRUE,after_split
Extract Class,RandomSampling,1,1704,9.996480113,0.895923677,0.940761811,0.926778752,0.933717933,1690,479,601,7607,0.443007469,0.001000166,0.444007635,,TRUE,after_split
Extract Class,RandomSampling,2,2556,14.99472017,0.904114869,0.939013999,0.939814815,0.939414236,1668,501,494,7714,0.635025263,0,0.635025263,,TRUE,after_split
Extract Class,RandomSampling,3,3408,19.99296023,0.893996338,0.94558676,0.918859649,0.932031636,1735,434,666,7542,0.847453117,0.001000166,0.848453283,,TRUE,after_split
Extract Class,RandomSampling,4,4260,24.99120028,0.901320227,0.944884815,0.929459064,0.937108463,1724,445,579,7629,1.034680605,0,1.034680605,,TRUE,after_split
Extract Class,RandomSampling,5,5112,29.98944034,0.897176448,0.947038938,0.921539961,0.934115468,1746,423,644,7564,1.244511604,0,1.244511604,,TRUE,after_split
Extract Class,RandomSampling,6,5964,34.98768039,0.905560374,0.943762279,0.936403509,0.940068493,1711,458,522,7686,1.437926292,0.001000404,1.438926697,,TRUE,after_split
Extract Class,RandomSampling,7,6816,39.98592045,0.898911053,0.948615115,0.922149123,0.935194909,1759,410,639,7569,1.780592442,0,1.780592442,,TRUE,after_split
Extract Class,RandomSampling,8,7668,44.98416051,0.899585622,0.947986997,0.923732943,0.935702826,1753,416,626,7582,1.806833267,0,1.806833267,,TRUE,after_split
Extract Class,RandomSampling,9,8520,49.98240056,0.905945842,0.94675068,0.933601365,0.940130045,1738,431,545,7663,1.995157242,0,1.995157242,,TRUE,after_split
Extract Class,RandomSampling,10,9372,54.98064062,0.902476631,0.947512438,0.928118908,0.937715411,1747,422,590,7618,2.181906223,0,2.181906223,max_label_pct_reached(50.0%),TRUE,after_split
Extract Class,EntropySampling,0,852,4.998240056,0.883877807,0.937195655,0.914473684,0.925695258,1666,503,702,7506,0.241129637,0.057165623,0.298295259,,TRUE,after_split
Extract Class,EntropySampling,1,1704,9.996480113,0.900549292,0.943291327,0.930190058,0.936694884,1710,459,573,7635,0.434379339,0.056001186,0.490380526,,TRUE,after_split
Extract Class,EntropySampling,2,2556,14.99472017,0.893129035,0.948679054,0.914351852,0.931199206,1763,406,703,7505,0.621415615,0.052326202,0.673741817,,TRUE,after_split
Extract Class,EntropySampling,3,3408,19.99296023,0.90440397,0.948421576,0.929702729,0.938968869,1754,415,577,7631,0.82717371,0.050482988,0.877656698,,TRUE,after_split
Extract Class,EntropySampling,4,4260,24.99120028,0.901898429,0.950840231,0.923732943,0.937090594,1777,392,626,7582,1.016535997,0.046284914,1.062820911,,TRUE,after_split
Extract Class,EntropySampling,5,5112,29.98944034,0.902765732,0.948424069,0.927509747,0.937850323,1755,414,595,7613,1.211386442,0.043000698,1.25438714,,TRUE,after_split
Extract Class,EntropySampling,6,5964,34.98768039,0.902572998,0.948076205,0.927631579,0.937742472,1752,417,594,7614,1.437509298,0.042000532,1.47950983,,TRUE,after_split
Extract Class,EntropySampling,7,6816,39.98592045,0.89997109,0.951397633,0.920565302,0.935727554,1783,386,652,7556,1.653565645,0.038000107,1.691565752,,TRUE,after_split
Extract Class,EntropySampling,8,7668,44.98416051,0.899778356,0.950931052,0.920808967,0.935627631,1779,390,650,7558,1.803397179,0.03600049,1.839397669,,TRUE,after_split
Extract Class,EntropySampling,9,8520,49.98240056,0.902380264,0.948510161,0.926900585,0.937580874,1756,413,600,7608,2.141487598,0.161842108,2.303329706,,TRUE,after_split
Extract Class,EntropySampling,10,9372,54.98064062,0.905945842,0.948412698,0.931773879,0.940019666,1753,416,560,7648,2.420608044,0,2.420608044,max_label_pct_reached(50.0%),TRUE,after_split
Extract Class,LeastConfidence,0,852,4.998240056,0.877613954,0.942587395,0.900097466,0.920852549,1719,450,820,7388,0.269537926,0.06000042,0.329538345,,TRUE,after_split
Extract Class,LeastConfidence,1,1704,9.996480113,0.891587164,0.946088928,0.915082846,0.930327615,1741,428,697,7511,0.496008396,0.057000875,0.553009272,,TRUE,after_split
Extract Class,LeastConfidence,2,2556,14.99472017,0.897176448,0.94928904,0.919103314,0.933952337,1766,403,664,7544,0.713644266,0.053000689,0.766644955,,TRUE,after_split
Extract Class,LeastConfidence,3,3408,19.99296023,0.898043751,0.948669679,0.920930799,0.934594461,1760,409,649,7559,0.933772087,0.050959587,0.984731674,,TRUE,after_split
Extract Class,LeastConfidence,4,4260,24.99120028,0.901609328,0.947342213,0.92714425,0.937134413,1746,423,598,7610,1.153069973,0.048500538,1.201570511,,TRUE,after_split
Extract Class,LeastConfidence,5,5112,29.98944034,0.902958466,0.950006249,0.926047758,0.937874021,1769,400,607,7601,1.361875296,0.043819427,1.405694723,,TRUE,after_split
Extract Class,LeastConfidence,6,5964,34.98768039,0.905464007,0.947381454,0.932261209,0.939760516,1744,425,556,7652,1.602780342,0.042685986,1.645466328,,TRUE,after_split
Extract Class,LeastConfidence,7,6816,39.98592045,0.907776814,0.948867154,0.933723197,0.941234265,1756,413,544,7664,1.829926491,0.037439108,1.867365599,,TRUE,after_split
Extract Class,LeastConfidence,8,7668,44.98416051,0.907294979,0.947615518,0.934454191,0.940988836,1745,424,538,7670,2.037191629,0.036067486,2.073259115,,TRUE,after_split
Extract Class,LeastConfidence,9,8520,49.98240056,0.900356558,0.952104865,0.920321637,0.935943501,1789,380,654,7554,2.377433538,0.033000708,2.410434246,,TRUE,after_split
Extract Class,LeastConfidence,10,9372,54.98064062,0.905945842,0.947303315,0.932992203,0.940093297,1743,426,550,7658,2.452082872,0,2.452082872,max_label_pct_reached(50.0%),TRUE,after_split
Extract Class,MarginSampling,0,852,4.998240056,0.880312229,0.940662955,0.905823587,0.922914598,1700,469,773,7435,0.268576622,0.05888629,0.327462912,,TRUE,after_split
Extract Class,MarginSampling,1,1704,9.996480113,0.8923581,0.947720672,0.914351852,0.930737273,1755,414,703,7505,0.491380453,0.05600214,0.547382593,,TRUE,after_split
Extract Class,MarginSampling,2,2556,14.99472017,0.901994796,0.944492521,0.93079922,0.937595877,1720,449,568,7640,0.700734615,0.053000927,0.753735542,,TRUE,after_split
Extract Class,MarginSampling,3,3408,19.99296023,0.906524044,0.946679832,0.934454191,0.940527284,1737,432,538,7670,0.925719976,0.051001072,0.976721048,,TRUE,after_split
Extract Class,MarginSampling,4,4260,24.99120028,0.901994796,0.947591186,0.927387914,0.937380703,1748,421,596,7612,1.137271881,0.049485922,1.186757803,,TRUE,after_split
Extract Class,MarginSampling,5,5112,29.98944034,0.899392888,0.950339452,0.920930799,0.935404034,1774,395,649,7559,1.347714901,0.043994665,1.391709566,,TRUE,after_split
Extract Class,MarginSampling,6,5964,34.98768039,0.911246025,0.943410004,0.944444444,0.943926941,1704,465,456,7752,1.606284618,0.042000294,1.648284912,,TRUE,after_split
Extract Class,MarginSampling,7,6816,39.98592045,0.902572998,0.947964646,0.927753411,0.937750139,1751,418,593,7615,1.807123661,0.038000584,1.845124245,,TRUE,after_split
Extract Class,MarginSampling,8,7668,44.98416051,0.900452925,0.952110901,0.92044347,0.936009416,1789,380,653,7555,1.991146803,0.035000086,2.026146889,,TRUE,after_split
Extract Class,MarginSampling,9,8520,49.98240056,0.90093476,0.950665328,0.922636452,0.936441202,1776,393,635,7573,2.169881582,0.032171249,2.202052832,,TRUE,after_split
